period,red1,red2,red3,red4,red5,red6,blue,red_numbers,full_number,red_sum
2010147,2,8,15,18,24,30,3,2 8 15 18 24 30,2 8 15 18 24 30 + 3,97
2010148,1,3,7,18,23,27,12,1 3 7 18 23 27,1 3 7 18 23 27 + 12,79
2010149,2,7,8,16,25,30,9,2 7 8 16 25 30,2 7 8 16 25 30 + 9,88
2010150,2,17,18,23,29,30,6,2 17 18 23 29 30,2 17 18 23 29 30 + 6,119
2010151,2,13,14,17,19,26,14,2 13 14 17 19 26,2 13 14 17 19 26 + 14,91
2010152,4,9,17,21,25,31,1,4 9 17 21 25 31,4 9 17 21 25 31 + 1,107
2010153,3,6,12,19,30,31,13,3 6 12 19 30 31,3 6 12 19 30 31 + 13,101
2011001,3,9,20,24,26,32,10,3 9 20 24 26 32,3 9 20 24 26 32 + 10,114
2011002,6,8,12,17,28,33,5,6 8 12 17 28 33,6 8 12 17 28 33 + 5,104
2011003,13,14,21,22,23,27,4,13 14 21 22 23 27,13 14 21 22 23 27 + 4,120
2011004,4,6,8,10,13,26,5,4 6 8 10 13 26,4 6 8 10 13 26 + 5,67
2011005,6,9,12,14,20,22,13,6 9 12 14 20 22,6 9 12 14 20 22 + 13,83
2011006,1,3,5,13,16,18,5,1 3 5 13 16 18,1 3 5 13 16 18 + 5,56
2011007,1,9,17,24,26,31,5,1 9 17 24 26 31,1 9 17 24 26 31 + 5,108
2011008,10,12,13,17,24,31,15,10 12 13 17 24 31,10 12 13 17 24 31 + 15,107
2011009,17,18,23,24,25,26,4,17 18 23 24 25 26,17 18 23 24 25 26 + 4,133
2011010,1,4,5,9,15,19,13,1 4 5 9 15 19,1 4 5 9 15 19 + 13,53
2011011,1,12,18,19,21,24,10,1 12 18 19 21 24,1 12 18 19 21 24 + 10,95
2011012,7,8,11,13,15,26,13,7 8 11 13 15 26,7 8 11 13 15 26 + 13,80
2011013,1,3,13,16,21,22,8,1 3 13 16 21 22,1 3 13 16 21 22 + 8,76
2011014,5,7,10,11,23,26,16,5 7 10 11 23 26,5 7 10 11 23 26 + 16,82
2011015,3,6,13,26,27,29,7,3 6 13 26 27 29,3 6 13 26 27 29 + 7,104
2011016,3,4,16,17,22,29,13,3 4 16 17 22 29,3 4 16 17 22 29 + 13,91
2011017,2,6,15,23,26,33,8,2 6 15 23 26 33,2 6 15 23 26 33 + 8,105
2011018,13,15,18,28,30,33,1,13 15 18 28 30 33,13 15 18 28 30 33 + 1,137
2011019,2,4,12,19,32,33,16,2 4 12 19 32 33,2 4 12 19 32 33 + 16,102
2011020,12,16,17,19,24,30,5,12 16 17 19 24 30,12 16 17 19 24 30 + 5,118
2011021,1,2,14,18,25,31,8,1 2 14 18 25 31,1 2 14 18 25 31 + 8,91
2011022,2,7,14,16,17,21,5,2 7 14 16 17 21,2 7 14 16 17 21 + 5,77
2011023,2,3,6,21,22,25,5,2 3 6 21 22 25,2 3 6 21 22 25 + 5,79
2011024,5,7,10,19,26,31,14,5 7 10 19 26 31,5 7 10 19 26 31 + 14,98
2011025,8,25,26,31,32,33,9,8 25 26 31 32 33,8 25 26 31 32 33 + 9,155
2011026,7,8,17,19,21,26,12,7 8 17 19 21 26,7 8 17 19 21 26 + 12,98
2011027,13,18,21,22,25,26,1,13 18 21 22 25 26,13 18 21 22 25 26 + 1,125
2011028,1,4,5,14,16,17,1,1 4 5 14 16 17,1 4 5 14 16 17 + 1,57
2011029,1,4,9,10,20,31,7,1 4 9 10 20 31,1 4 9 10 20 31 + 7,75
2011030,2,9,19,24,25,33,10,2 9 19 24 25 33,2 9 19 24 25 33 + 10,112
2011031,16,17,24,28,29,32,12,16 17 24 28 29 32,16 17 24 28 29 32 + 12,146
2011032,3,5,7,13,14,15,15,3 5 7 13 14 15,3 5 7 13 14 15 + 15,57
2011033,2,8,12,13,19,29,4,2 8 12 13 19 29,2 8 12 13 19 29 + 4,83
2011034,13,14,17,19,24,31,8,13 14 17 19 24 31,13 14 17 19 24 31 + 8,118
2011035,13,14,18,20,27,31,2,13 14 18 20 27 31,13 14 18 20 27 31 + 2,123
2011036,2,11,20,22,24,31,5,2 11 20 22 24 31,2 11 20 22 24 31 + 5,110
2011037,1,3,4,6,17,25,11,1 3 4 6 17 25,1 3 4 6 17 25 + 11,56
2011038,2,14,15,19,23,24,12,2 14 15 19 23 24,2 14 15 19 23 24 + 12,97
2011039,3,7,10,16,24,29,13,3 7 10 16 24 29,3 7 10 16 24 29 + 13,89
2011040,5,11,14,24,26,28,13,5 11 14 24 26 28,5 11 14 24 26 28 + 13,108
2011041,4,10,12,13,30,32,13,4 10 12 13 30 32,4 10 12 13 30 32 + 13,101
2011042,5,13,15,17,19,21,15,5 13 15 17 19 21,5 13 15 17 19 21 + 15,90
2011043,4,13,14,17,25,31,4,4 13 14 17 25 31,4 13 14 17 25 31 + 4,104
2011044,3,14,16,26,27,31,9,3 14 16 26 27 31,3 14 16 26 27 31 + 9,117
2011045,2,16,17,20,26,32,8,2 16 17 20 26 32,2 16 17 20 26 32 + 8,113
2011046,9,17,18,26,29,30,8,9 17 18 26 29 30,9 17 18 26 29 30 + 8,129
2011047,4,13,23,25,27,33,14,4 13 23 25 27 33,4 13 23 25 27 33 + 14,125
2011048,10,14,18,25,26,27,15,10 14 18 25 26 27,10 14 18 25 26 27 + 15,120
2011049,1,11,17,18,27,31,14,1 11 17 18 27 31,1 11 17 18 27 31 + 14,105
2011050,4,5,19,22,28,29,15,4 5 19 22 28 29,4 5 19 22 28 29 + 15,107
2011051,1,7,11,14,15,16,14,1 7 11 14 15 16,1 7 11 14 15 16 + 14,64
2011052,4,5,8,19,27,28,8,4 5 8 19 27 28,4 5 8 19 27 28 + 8,91
2011053,3,6,10,12,22,30,15,3 6 10 12 22 30,3 6 10 12 22 30 + 15,83
2011054,8,11,16,17,22,33,8,8 11 16 17 22 33,8 11 16 17 22 33 + 8,107
2011055,8,13,16,17,29,32,16,8 13 16 17 29 32,8 13 16 17 29 32 + 16,115
2011056,13,16,19,20,23,25,10,13 16 19 20 23 25,13 16 19 20 23 25 + 10,116
2011057,4,6,20,21,26,33,2,4 6 20 21 26 33,4 6 20 21 26 33 + 2,110
2011058,7,18,22,30,32,33,6,7 18 22 30 32 33,7 18 22 30 32 33 + 6,142
2011059,24,26,27,29,31,33,16,24 26 27 29 31 33,24 26 27 29 31 33 + 16,170
2011060,10,11,13,21,27,31,1,10 11 13 21 27 31,10 11 13 21 27 31 + 1,113
2011061,2,3,8,13,19,21,3,2 3 8 13 19 21,2 3 8 13 19 21 + 3,66
2011062,4,8,9,10,29,30,3,4 8 9 10 29 30,4 8 9 10 29 30 + 3,90
2011063,4,6,13,15,18,19,5,4 6 13 15 18 19,4 6 13 15 18 19 + 5,75
2011064,3,6,7,29,30,33,2,3 6 7 29 30 33,3 6 7 29 30 33 + 2,108
2011065,4,16,23,25,27,29,3,4 16 23 25 27 29,4 16 23 25 27 29 + 3,124
2011066,4,6,14,17,30,32,12,4 6 14 17 30 32,4 6 14 17 30 32 + 12,103
2011067,17,19,20,24,25,27,12,17 19 20 24 25 27,17 19 20 24 25 27 + 12,132
2011068,3,7,10,15,19,24,10,3 7 10 15 19 24,3 7 10 15 19 24 + 10,78
2011069,2,13,16,18,24,30,12,2 13 16 18 24 30,2 13 16 18 24 30 + 12,103
2011070,1,3,5,12,21,28,12,1 3 5 12 21 28,1 3 5 12 21 28 + 12,70
2011071,1,2,15,22,28,30,2,1 2 15 22 28 30,1 2 15 22 28 30 + 2,98
2011072,1,6,10,11,18,27,12,1 6 10 11 18 27,1 6 10 11 18 27 + 12,73
2011073,3,4,5,12,17,21,14,3 4 5 12 17 21,3 4 5 12 17 21 + 14,62
2011074,2,21,26,28,29,32,1,2 21 26 28 29 32,2 21 26 28 29 32 + 1,138
2011075,7,9,10,12,31,32,13,7 9 10 12 31 32,7 9 10 12 31 32 + 13,101
2011076,6,19,21,26,32,33,13,6 19 21 26 32 33,6 19 21 26 32 33 + 13,137
2011077,1,7,8,15,26,29,10,1 7 8 15 26 29,1 7 8 15 26 29 + 10,86
2011078,3,5,13,20,22,29,9,3 5 13 20 22 29,3 5 13 20 22 29 + 9,92
2011079,3,14,15,16,24,29,5,3 14 15 16 24 29,3 14 15 16 24 29 + 5,101
2011080,2,7,9,25,31,32,9,2 7 9 25 31 32,2 7 9 25 31 32 + 9,106
2011081,6,14,19,23,25,32,12,6 14 19 23 25 32,6 14 19 23 25 32 + 12,119
2011082,7,16,17,20,25,26,4,7 16 17 20 25 26,7 16 17 20 25 26 + 4,111
2011083,7,16,18,24,28,29,6,7 16 18 24 28 29,7 16 18 24 28 29 + 6,122
2011084,9,10,12,16,18,32,15,9 10 12 16 18 32,9 10 12 16 18 32 + 15,97
2011085,3,6,11,21,24,31,10,3 6 11 21 24 31,3 6 11 21 24 31 + 10,96
2011086,6,7,9,12,17,24,9,6 7 9 12 17 24,6 7 9 12 17 24 + 9,75
2011087,2,3,4,5,18,28,1,2 3 4 5 18 28,2 3 4 5 18 28 + 1,60
2011088,3,9,17,20,21,29,4,3 9 17 20 21 29,3 9 17 20 21 29 + 4,99
2011089,1,2,11,24,29,30,12,1 2 11 24 29 30,1 2 11 24 29 30 + 12,97
2011090,2,5,14,18,21,25,16,2 5 14 18 21 25,2 5 14 18 21 25 + 16,85
2011091,9,15,21,23,28,30,3,9 15 21 23 28 30,9 15 21 23 28 30 + 3,126
2011092,5,10,17,26,31,32,4,5 10 17 26 31 32,5 10 17 26 31 32 + 4,121
2011093,4,7,11,13,23,30,9,4 7 11 13 23 30,4 7 11 13 23 30 + 9,88
2011094,9,11,12,17,18,19,5,9 11 12 17 18 19,9 11 12 17 18 19 + 5,86
2011095,3,7,8,10,23,24,5,3 7 8 10 23 24,3 7 8 10 23 24 + 5,75
2011096,1,4,7,13,14,19,15,1 4 7 13 14 19,1 4 7 13 14 19 + 15,58
2011097,9,17,19,20,21,26,16,9 17 19 20 21 26,9 17 19 20 21 26 + 16,112
2011098,3,7,20,21,22,32,5,3 7 20 21 22 32,3 7 20 21 22 32 + 5,105
2011099,10,12,13,21,26,27,14,10 12 13 21 26 27,10 12 13 21 26 27 + 14,109
2011100,7,11,21,23,31,32,5,7 11 21 23 31 32,7 11 21 23 31 32 + 5,125
2011101,6,10,19,23,29,31,6,6 10 19 23 29 31,6 10 19 23 29 31 + 6,118
2011102,1,5,13,21,27,31,11,1 5 13 21 27 31,1 5 13 21 27 31 + 11,98
2011103,4,5,10,13,15,16,12,4 5 10 13 15 16,4 5 10 13 15 16 + 12,63
2011104,9,10,16,20,25,29,9,9 10 16 20 25 29,9 10 16 20 25 29 + 9,109
2011105,4,6,23,25,27,28,1,4 6 23 25 27 28,4 6 23 25 27 28 + 1,113
2011106,2,11,12,14,24,32,14,2 11 12 14 24 32,2 11 12 14 24 32 + 14,95
2011107,4,9,16,17,22,29,15,4 9 16 17 22 29,4 9 16 17 22 29 + 15,97
2011108,2,17,22,26,29,33,10,2 17 22 26 29 33,2 17 22 26 29 33 + 10,129
2011109,1,3,9,15,16,33,15,1 3 9 15 16 33,1 3 9 15 16 33 + 15,77
2011110,12,14,21,26,28,33,12,12 14 21 26 28 33,12 14 21 26 28 33 + 12,134
2011111,1,3,5,20,25,27,4,1 3 5 20 25 27,1 3 5 20 25 27 + 4,81
2011112,3,5,16,18,23,24,15,3 5 16 18 23 24,3 5 16 18 23 24 + 15,89
2011113,6,10,11,25,32,33,5,6 10 11 25 32 33,6 10 11 25 32 33 + 5,117
2011114,1,14,15,16,30,32,9,1 14 15 16 30 32,1 14 15 16 30 32 + 9,108
2011115,7,8,9,12,17,33,16,7 8 9 12 17 33,7 8 9 12 17 33 + 16,86
2011116,1,7,11,12,17,27,5,1 7 11 12 17 27,1 7 11 12 17 27 + 5,75
2011117,8,10,19,26,28,30,4,8 10 19 26 28 30,8 10 19 26 28 30 + 4,121
2011118,5,6,11,14,20,21,10,5 6 11 14 20 21,5 6 11 14 20 21 + 10,77
2011119,9,12,14,19,28,32,1,9 12 14 19 28 32,9 12 14 19 28 32 + 1,114
2011120,4,14,17,28,30,33,7,4 14 17 28 30 33,4 14 17 28 30 33 + 7,126
2011121,4,14,22,25,32,33,2,4 14 22 25 32 33,4 14 22 25 32 33 + 2,130
2011122,10,12,18,26,27,31,3,10 12 18 26 27 31,10 12 18 26 27 31 + 3,124
2011123,1,4,5,14,19,28,16,1 4 5 14 19 28,1 4 5 14 19 28 + 16,71
2011124,9,18,19,26,31,32,16,9 18 19 26 31 32,9 18 19 26 31 32 + 16,135
2011125,3,10,15,24,27,32,8,3 10 15 24 27 32,3 10 15 24 27 32 + 8,111
2011126,3,7,13,18,23,26,16,3 7 13 18 23 26,3 7 13 18 23 26 + 16,90
2011127,16,19,22,23,27,29,11,16 19 22 23 27 29,16 19 22 23 27 29 + 11,136
2011128,9,11,14,17,19,23,12,9 11 14 17 19 23,9 11 14 17 19 23 + 12,93
2011129,7,10,11,21,23,26,6,7 10 11 21 23 26,7 10 11 21 23 26 + 6,98
2011130,7,14,18,23,25,32,15,7 14 18 23 25 32,7 14 18 23 25 32 + 15,119
2011131,2,7,9,17,21,25,1,2 7 9 17 21 25,2 7 9 17 21 25 + 1,81
2011132,2,5,12,13,25,33,7,2 5 12 13 25 33,2 5 12 13 25 33 + 7,90
2011133,12,14,20,21,25,31,16,12 14 20 21 25 31,12 14 20 21 25 31 + 16,123
2011134,1,2,6,7,30,31,10,1 2 6 7 30 31,1 2 6 7 30 31 + 10,77
2011135,12,13,17,20,25,26,12,12 13 17 20 25 26,12 13 17 20 25 26 + 12,113
2011136,2,4,6,20,22,31,7,2 4 6 20 22 31,2 4 6 20 22 31 + 7,85
2011137,2,11,18,23,30,33,13,2 11 18 23 30 33,2 11 18 23 30 33 + 13,117
2011138,1,5,15,24,28,32,7,1 5 15 24 28 32,1 5 15 24 28 32 + 7,105
2011139,8,20,24,27,30,31,3,8 20 24 27 30 31,8 20 24 27 30 31 + 3,140
2011140,4,18,20,22,27,29,6,4 18 20 22 27 29,4 18 20 22 27 29 + 6,120
2011141,2,4,6,19,24,29,11,2 4 6 19 24 29,2 4 6 19 24 29 + 11,84
2011142,12,15,16,26,29,31,2,12 15 16 26 29 31,12 15 16 26 29 31 + 2,129
2011143,7,8,12,14,15,30,16,7 8 12 14 15 30,7 8 12 14 15 30 + 16,86
2011144,1,2,9,10,16,24,3,1 2 9 10 16 24,1 2 9 10 16 24 + 3,62
2011145,2,4,14,15,26,30,4,2 4 14 15 26 30,2 4 14 15 26 30 + 4,91
2011146,11,23,26,28,32,33,10,11 23 26 28 32 33,11 23 26 28 32 33 + 10,153
2011147,4,8,12,17,18,30,10,4 8 12 17 18 30,4 8 12 17 18 30 + 10,89
2011148,5,14,22,23,25,26,14,5 14 22 23 25 26,5 14 22 23 25 26 + 14,115
2011149,4,5,6,7,23,31,16,4 5 6 7 23 31,4 5 6 7 23 31 + 16,76
2011150,8,10,12,15,22,27,13,8 10 12 15 22 27,8 10 12 15 22 27 + 13,94
2011151,7,11,16,19,31,33,10,7 11 16 19 31 33,7 11 16 19 31 33 + 10,117
2011152,4,10,11,12,21,26,13,4 10 11 12 21 26,4 10 11 12 21 26 + 13,84
2011153,5,8,9,10,20,25,13,5 8 9 10 20 25,5 8 9 10 20 25 + 13,77
2012001,1,4,5,9,15,17,6,1 4 5 9 15 17,1 4 5 9 15 17 + 6,51
2012002,2,3,7,9,10,32,13,2 3 7 9 10 32,2 3 7 9 10 32 + 13,63
2012003,3,6,8,24,29,31,9,3 6 8 24 29 31,3 6 8 24 29 31 + 9,101
2012004,1,5,10,11,21,23,16,1 5 10 11 21 23,1 5 10 11 21 23 + 16,71
2012005,7,9,18,27,31,33,6,7 9 18 27 31 33,7 9 18 27 31 33 + 6,125
2012006,2,22,25,29,32,33,8,2 22 25 29 32 33,2 22 25 29 32 33 + 8,143
2012007,10,17,19,27,28,32,4,10 17 19 27 28 32,10 17 19 27 28 32 + 4,133
2012008,1,12,20,23,24,29,8,1 12 20 23 24 29,1 12 20 23 24 29 + 8,109
2012009,4,16,24,26,27,33,11,4 16 24 26 27 33,4 16 24 26 27 33 + 11,130
2012010,1,3,13,19,25,26,10,1 3 13 19 25 26,1 3 13 19 25 26 + 10,87
2012011,4,14,15,16,20,26,5,4 14 15 16 20 26,4 14 15 16 20 26 + 5,95
2012012,15,17,18,20,23,27,1,15 17 18 20 23 27,15 17 18 20 23 27 + 1,120
2012013,6,8,24,29,30,32,13,6 8 24 29 30 32,6 8 24 29 30 32 + 13,129
2012014,1,2,5,16,28,30,12,1 2 5 16 28 30,1 2 5 16 28 30 + 12,82
2012015,1,3,6,10,21,23,15,1 3 6 10 21 23,1 3 6 10 21 23 + 15,64
2012016,2,5,12,17,22,25,8,2 5 12 17 22 25,2 5 12 17 22 25 + 8,83
2012017,6,9,14,19,25,28,10,6 9 14 19 25 28,6 9 14 19 25 28 + 10,101
2012018,3,5,6,22,26,32,15,3 5 6 22 26 32,3 5 6 22 26 32 + 15,94
2012019,7,14,18,20,22,30,16,7 14 18 20 22 30,7 14 18 20 22 30 + 16,111
2012020,3,8,12,18,23,29,11,3 8 12 18 23 29,3 8 12 18 23 29 + 11,93
2012021,1,15,16,18,22,30,3,1 15 16 18 22 30,1 15 16 18 22 30 + 3,102
2012022,4,8,12,24,26,27,4,4 8 12 24 26 27,4 8 12 24 26 27 + 4,101
2012023,5,9,15,23,24,33,2,5 9 15 23 24 33,5 9 15 23 24 33 + 2,109
2012024,4,12,19,21,25,28,13,4 12 19 21 25 28,4 12 19 21 25 28 + 13,109
2012025,3,8,9,17,25,27,6,3 8 9 17 25 27,3 8 9 17 25 27 + 6,89
2012026,3,7,9,15,24,25,16,3 7 9 15 24 25,3 7 9 15 24 25 + 16,83
2012027,4,16,22,25,30,31,12,4 16 22 25 30 31,4 16 22 25 30 31 + 12,128
2012028,10,15,20,21,28,30,11,10 15 20 21 28 30,10 15 20 21 28 30 + 11,124
2012029,4,7,15,25,26,28,3,4 7 15 25 26 28,4 7 15 25 26 28 + 3,105
2012030,9,10,17,18,21,31,8,9 10 17 18 21 31,9 10 17 18 21 31 + 8,106
2012031,4,16,22,24,27,31,3,4 16 22 24 27 31,4 16 22 24 27 31 + 3,124
2012032,1,2,10,17,22,24,4,1 2 10 17 22 24,1 2 10 17 22 24 + 4,76
2012033,2,3,15,16,17,27,4,2 3 15 16 17 27,2 3 15 16 17 27 + 4,80
2012034,2,3,8,23,32,33,16,2 3 8 23 32 33,2 3 8 23 32 33 + 16,101
2012035,9,11,12,21,24,26,5,9 11 12 21 24 26,9 11 12 21 24 26 + 5,103
2012036,2,11,13,18,19,26,9,2 11 13 18 19 26,2 11 13 18 19 26 + 9,89
2012037,5,14,19,24,28,33,9,5 14 19 24 28 33,5 14 19 24 28 33 + 9,123
2012038,9,10,11,15,19,33,16,9 10 11 15 19 33,9 10 11 15 19 33 + 16,97
2012039,1,2,5,13,22,29,8,1 2 5 13 22 29,1 2 5 13 22 29 + 8,72
2012040,3,8,9,22,25,31,10,3 8 9 22 25 31,3 8 9 22 25 31 + 10,98
2012041,8,11,15,20,24,32,2,8 11 15 20 24 32,8 11 15 20 24 32 + 2,110
2012042,5,6,11,19,24,28,16,5 6 11 19 24 28,5 6 11 19 24 28 + 16,93
2012043,2,9,11,21,26,33,3,2 9 11 21 26 33,2 9 11 21 26 33 + 3,102
2012044,6,9,10,14,22,25,3,6 9 10 14 22 25,6 9 10 14 22 25 + 3,86
2012045,8,11,20,21,27,30,9,8 11 20 21 27 30,8 11 20 21 27 30 + 9,117
2012046,4,12,19,20,23,33,6,4 12 19 20 23 33,4 12 19 20 23 33 + 6,111
2012047,6,7,11,16,32,33,11,6 7 11 16 32 33,6 7 11 16 32 33 + 11,105
2012048,1,5,14,22,24,30,10,1 5 14 22 24 30,1 5 14 22 24 30 + 10,96
2012049,4,12,13,19,20,32,2,4 12 13 19 20 32,4 12 13 19 20 32 + 2,100
2012050,7,13,15,17,19,24,11,7 13 15 17 19 24,7 13 15 17 19 24 + 11,95
2012051,2,12,14,17,30,31,9,2 12 14 17 30 31,2 12 14 17 30 31 + 9,106
2012052,2,3,5,6,20,24,4,2 3 5 6 20 24,2 3 5 6 20 24 + 4,60
2012053,4,15,22,25,27,33,4,4 15 22 25 27 33,4 15 22 25 27 33 + 4,126
2012054,6,14,18,20,30,33,14,6 14 18 20 30 33,6 14 18 20 30 33 + 14,121
2012055,4,6,13,20,24,28,1,4 6 13 20 24 28,4 6 13 20 24 28 + 1,95
2012056,4,7,14,17,26,31,10,4 7 14 17 26 31,4 7 14 17 26 31 + 10,99
2012057,3,5,19,21,27,31,4,3 5 19 21 27 31,3 5 19 21 27 31 + 4,106
2012058,3,6,15,20,25,26,4,3 6 15 20 25 26,3 6 15 20 25 26 + 4,95
2012059,4,13,21,22,26,31,1,4 13 21 22 26 31,4 13 21 22 26 31 + 1,117
2012060,7,10,13,16,17,29,1,7 10 13 16 17 29,7 10 13 16 17 29 + 1,92
2012061,3,8,11,12,14,18,14,3 8 11 12 14 18,3 8 11 12 14 18 + 14,66
2012062,2,13,16,17,20,31,7,2 13 16 17 20 31,2 13 16 17 20 31 + 7,99
2012063,2,10,17,19,24,27,12,2 10 17 19 24 27,2 10 17 19 24 27 + 12,99
2012064,5,10,11,16,23,24,11,5 10 11 16 23 24,5 10 11 16 23 24 + 11,89
2012065,8,10,18,19,27,31,14,8 10 18 19 27 31,8 10 18 19 27 31 + 14,113
2012066,1,2,9,26,29,33,12,1 2 9 26 29 33,1 2 9 26 29 33 + 12,100
2012067,4,5,10,21,26,30,16,4 5 10 21 26 30,4 5 10 21 26 30 + 16,96
2012068,5,17,22,26,32,33,10,5 17 22 26 32 33,5 17 22 26 32 33 + 10,135
2012069,8,10,11,18,20,29,6,8 10 11 18 20 29,8 10 11 18 20 29 + 6,96
2012070,2,3,4,24,31,32,11,2 3 4 24 31 32,2 3 4 24 31 32 + 11,96
2012071,3,4,19,21,22,23,8,3 4 19 21 22 23,3 4 19 21 22 23 + 8,92
2012072,2,3,7,9,13,30,6,2 3 7 9 13 30,2 3 7 9 13 30 + 6,64
2012073,4,7,9,10,17,27,5,4 7 9 10 17 27,4 7 9 10 17 27 + 5,74
2012074,15,16,18,19,28,32,8,15 16 18 19 28 32,15 16 18 19 28 32 + 8,128
2012075,4,6,22,23,29,32,11,4 6 22 23 29 32,4 6 22 23 29 32 + 11,116
2012076,11,18,22,27,29,30,15,11 18 22 27 29 30,11 18 22 27 29 30 + 15,137
2012077,2,4,13,18,26,28,12,2 4 13 18 26 28,2 4 13 18 26 28 + 12,91
2012078,8,15,22,24,28,33,12,8 15 22 24 28 33,8 15 22 24 28 33 + 12,130
2012079,6,7,12,24,30,33,12,6 7 12 24 30 33,6 7 12 24 30 33 + 12,112
2012080,4,9,14,15,16,27,3,4 9 14 15 16 27,4 9 14 15 16 27 + 3,85
2012081,2,5,10,24,25,29,6,2 5 10 24 25 29,2 5 10 24 25 29 + 6,95
2012082,2,4,11,18,22,29,6,2 4 11 18 22 29,2 4 11 18 22 29 + 6,86
2012083,4,9,14,15,26,33,4,4 9 14 15 26 33,4 9 14 15 26 33 + 4,101
2012084,2,10,20,26,28,29,14,2 10 20 26 28 29,2 10 20 26 28 29 + 14,115
2012085,5,17,24,30,31,33,5,5 17 24 30 31 33,5 17 24 30 31 33 + 5,140
2012086,8,9,13,15,22,23,8,8 9 13 15 22 23,8 9 13 15 22 23 + 8,90
2012087,3,10,11,13,14,22,9,3 10 11 13 14 22,3 10 11 13 14 22 + 9,73
2012088,3,5,23,24,27,31,15,3 5 23 24 27 31,3 5 23 24 27 31 + 15,113
2012089,3,7,10,13,14,25,11,3 7 10 13 14 25,3 7 10 13 14 25 + 11,72
2012090,2,13,20,25,29,30,11,2 13 20 25 29 30,2 13 20 25 29 30 + 11,119
2012091,1,5,7,8,19,21,16,1 5 7 8 19 21,1 5 7 8 19 21 + 16,61
2012092,6,13,17,18,28,32,3,6 13 17 18 28 32,6 13 17 18 28 32 + 3,114
2012093,3,5,19,21,24,33,13,3 5 19 21 24 33,3 5 19 21 24 33 + 13,105
2012094,6,9,14,16,23,33,15,6 9 14 16 23 33,6 9 14 16 23 33 + 15,101
2012095,17,24,27,28,29,30,2,17 24 27 28 29 30,17 24 27 28 29 30 + 2,155
2012096,4,7,11,16,29,33,7,4 7 11 16 29 33,4 7 11 16 29 33 + 7,100
2012097,5,8,13,14,19,22,6,5 8 13 14 19 22,5 8 13 14 19 22 + 6,81
2012098,2,12,19,26,29,31,9,2 12 19 26 29 31,2 12 19 26 29 31 + 9,119
2012099,8,12,15,16,21,27,16,8 12 15 16 21 27,8 12 15 16 21 27 + 16,99
2012100,5,7,15,18,25,33,10,5 7 15 18 25 33,5 7 15 18 25 33 + 10,103
2012101,9,12,17,18,20,33,2,9 12 17 18 20 33,9 12 17 18 20 33 + 2,109
2012102,13,25,27,28,29,30,15,13 25 27 28 29 30,13 25 27 28 29 30 + 15,152
2012103,4,9,11,14,32,33,2,4 9 11 14 32 33,4 9 11 14 32 33 + 2,103
2012104,4,5,9,10,19,28,3,4 5 9 10 19 28,4 5 9 10 19 28 + 3,75
2012105,6,13,14,15,17,30,4,6 13 14 15 17 30,6 13 14 15 17 30 + 4,95
2012106,13,14,20,22,23,32,16,13 14 20 22 23 32,13 14 20 22 23 32 + 16,124
2012107,11,12,15,24,25,31,9,11 12 15 24 25 31,11 12 15 24 25 31 + 9,118
2012108,1,9,12,13,19,28,13,1 9 12 13 19 28,1 9 12 13 19 28 + 13,82
2012109,2,12,24,26,29,31,3,2 12 24 26 29 31,2 12 24 26 29 31 + 3,124
2012110,3,7,10,13,22,32,9,3 7 10 13 22 32,3 7 10 13 22 32 + 9,87
2012111,2,9,10,20,22,31,13,2 9 10 20 22 31,2 9 10 20 22 31 + 13,94
2012112,8,15,20,21,27,31,6,8 15 20 21 27 31,8 15 20 21 27 31 + 6,122
2012113,3,6,9,13,18,32,6,3 6 9 13 18 32,3 6 9 13 18 32 + 6,81
2012114,1,6,11,26,27,29,15,1 6 11 26 27 29,1 6 11 26 27 29 + 15,100
2012115,3,8,20,24,26,32,14,3 8 20 24 26 32,3 8 20 24 26 32 + 14,113
2012116,3,21,26,29,31,32,3,3 21 26 29 31 32,3 21 26 29 31 32 + 3,142
2012117,13,15,18,20,24,28,9,13 15 18 20 24 28,13 15 18 20 24 28 + 9,118
2012118,5,6,7,12,15,28,11,5 6 7 12 15 28,5 6 7 12 15 28 + 11,73
2012119,12,20,25,26,27,28,13,12 20 25 26 27 28,12 20 25 26 27 28 + 13,138
2012120,1,4,20,24,28,29,16,1 4 20 24 28 29,1 4 20 24 28 29 + 16,106
2012121,1,7,8,20,23,24,11,1 7 8 20 23 24,1 7 8 20 23 24 + 11,83
2012122,12,13,19,22,28,29,11,12 13 19 22 28 29,12 13 19 22 28 29 + 11,123
2012123,8,10,16,25,28,33,9,8 10 16 25 28 33,8 10 16 25 28 33 + 9,120
2012124,6,7,21,25,27,33,11,6 7 21 25 27 33,6 7 21 25 27 33 + 11,119
2012125,8,12,13,26,29,33,1,8 12 13 26 29 33,8 12 13 26 29 33 + 1,121
2012126,3,5,12,15,23,24,7,3 5 12 15 23 24,3 5 12 15 23 24 + 7,82
2012127,1,9,11,21,26,32,8,1 9 11 21 26 32,1 9 11 21 26 32 + 8,100
2012128,5,9,12,29,30,31,5,5 9 12 29 30 31,5 9 12 29 30 31 + 5,116
2012129,1,7,9,17,21,29,1,1 7 9 17 21 29,1 7 9 17 21 29 + 1,84
2012130,1,3,15,20,22,31,3,1 3 15 20 22 31,1 3 15 20 22 31 + 3,92
