age,income,city,department,education,years_experience,projects_last_year,avg_weekly_hours,overtime_hours,cert_count,remote_ratio,satisfaction,manager_score,late_days,customer_tickets,acquisition_channel,target_label
46,88472,Beijing,Sales,本科,9,4,45,13,2,40,3.79,4.09,3,11,Referral,A
42,91288,Hangzhou,Tech,硕士,5,5,37,4,0,100,3.57,3.13,2,9,Event,A
48,86653,Guangzhou,Support,本科,13,4,46,6,1,60,4.65,3.87,3,7,Referral,A
37,61302,Hangzhou,HR,本科,2,5,53,0,4,0,3.07,3.53,2,17,Event,A
33,81971,Shenzhen,Sales,博士,0,6,40,2,5,60,2.34,3.4,5,11,Partner,A
56,105697,Chengdu,Tech,博士,9,2,45,2,1,60,4.0,4.78,1,17,Referral,A
27,61809,Chengdu,Sales,硕士,4,8,54,1,2,80,2.94,2.87,4,15,Event,A
52,98010,Guangzhou,Support,硕士,9,5,37,6,5,40,1.94,5.0,0,9,Online,A
30,68562,Chengdu,Finance,本科,7,7,39,9,3,60,4.5,3.81,2,16,Online,A
30,70657,Shanghai,Sales,高中,7,6,52,0,6,100,4.1,4.41,3,20,Referral,A
21,102991,Hangzhou,Tech,硕士,12,5,46,0,3,40,4.23,3.95,0,10,Referral,A
31,66118,Hangzhou,HR,硕士,3,8,45,11,0,40,3.97,4.23,3,14,Event,A
50,80793,Shenzhen,Finance,本科,6,1,53,0,0,40,3.94,3.73,1,19,Event,A
30,59093,Shanghai,HR,本科,3,4,44,4,0,60,3.82,4.47,0,14,Ad,B
33,59267,Beijing,Support,高中,1,8,39,6,6,20,4.65,3.15,2,11,Referral,A
21,,Shanghai,Tech,硕士,8,7,46,10,2,40,2.02,4.18,6,19,Ad,B
37,66278,Chengdu,Product,本科,0,4,37,6,2,100,3.68,3.91,5,17,Referral,C
56,96541,Shenzhen,Support,本科,12,2,53,12,3,40,4.06,4.37,0,6,Ad,A
57,106266,Hangzhou,Finance,硕士,5,9,50,7,2,40,3.42,3.2,4,15,Ad,A
37,101143,Beijing,Finance,硕士,10,10,46,0,3,80,3.75,3.78,5,0,Online,A
53,97865,Hangzhou,Product,本科,10,5,49,1,1,40,3.81,4.13,0,13,Online,A
28,76941,Shenzhen,HR,硕士,11,9,38,9,2,100,4.55,4.39,3,9,Online,A
31,79973,Guangzhou,Tech,本科,5,13,56,4,2,80,3.6,2.91,6,11,Ad,A
58,121564,Guangzhou,Product,博士,11,6,48,0,3,0,3.7,3.63,0,15,Referral,A
28,68344,Hangzhou,Tech,本科,3,7,48,7,1,60,1.48,3.46,6,3,Referral,B
35,53678,Chengdu,HR,高中,5,8,42,6,2,80,3.02,2.82,1,21,Online,A
49,79308,Guangzhou,Product,本科,7,9,59,7,0,40,2.43,4.05,4,21,Referral,A
51,92007,Hangzhou,Tech,高中,8,6,48,3,1,0,2.55,3.76,0,17,Partner,A
42,49050,Chengdu,Product,高中,0,4,41,4,1,40,3.59,2.66,5,14,Event,C
28,54542,Shenzhen,Support,高中,6,8,52,7,2,40,3.38,4.14,3,17,Event,A
56,81440,Chengdu,Tech,本科,4,1,46,9,0,100,2.88,2.91,2,16,Partner,C
23,54762,Guangzhou,Tech,高中,9,3,46,8,1,40,2.62,2.99,0,20,Ad,B
58,89952,Chengdu,Product,本科,10,5,56,3,0,20,2.73,3.08,6,16,Ad,B
57,74966,Shanghai,HR,高中,6,8,50,9,0,100,2.17,3.47,0,14,Event,B
55,81417,Shenzhen,HR,本科,8,7,37,8,0,40,3.67,3.33,0,4,Online,A
37,76630,Beijing,Finance,本科,1,5,43,2,5,100,4.19,3.72,2,11,Ad,A
43,66500,Chengdu,Product,高中,11,6,51,5,0,80,2.41,3.22,3,5,Partner,A
36,79209,Hangzhou,Tech,本科,3,8,51,4,3,60,3.53,2.95,4,11,Partner,A
58,,,Tech,硕士,4,1,54,1,0,60,3.35,4.59,3,8,Online,B
52,93246,Guangzhou,Sales,硕士,5,8,42,8,5,80,3.57,4.43,2,11,Event,A
53,81711,Shanghai,HR,本科,5,6,58,9,0,60,3.4,3.17,2,5,Ad,B
54,77111,Shanghai,Finance,高中,5,4,55,6,4,80,3.28,2.53,4,14,Ad,B
55,81228,Beijing,Product,高中,5,8,31,7,0,0,2.56,4.34,2,11,Referral,A
21,57928,Chengdu,Sales,本科,4,6,53,1,4,40,3.33,3.78,4,9,Event,A
22,52013,Shanghai,Sales,高中,2,6,35,9,3,40,3.87,2.76,6,9,Event,B
49,75158,Shenzhen,HR,硕士,1,8,45,0,3,40,2.66,3.05,3,3,Partner,A
45,68860,Chengdu,Support,本科,11,3,42,6,1,80,3.27,4.0,5,19,Online,C
27,77837,Shenzhen,Tech,本科,6,6,42,0,1,60,2.94,3.35,0,21,Ad,A
48,77384,Shanghai,HR,本科,5,8,30,1,2,20,3.0,4.06,0,8,Ad,A
22,53054,Guangzhou,Sales,硕士,5,1,37,4,2,0,2.98,4.35,0,19,Online,C
43,78328,Beijing,Support,本科,7,,47,0,0,80,2.53,3.22,5,11,Event,B
38,73690,Chengdu,Support,硕士,8,2,45,4,1,0,1.86,2.78,7,11,Event,D
35,59345,Chengdu,Support,本科,9,9,51,6,1,20,1.71,2.71,1,20,Referral,B
36,65643,Beijing,HR,高中,5,5,36,7,1,0,3.6,4.45,1,9,Event,A
33,73554,Shanghai,Sales,硕士,3,1,52,7,3,0,4.49,3.26,6,15,Partner,C
43,95747,Shanghai,Tech,本科,3,7,38,5,4,40,3.9,4.17,0,10,Ad,A
32,82215,Shenzhen,Finance,本科,12,5,45,8,0,0,2.57,2.27,3,21,Partner,B
41,85551,Chengdu,Tech,硕士,5,7,46,3,3,100,4.08,3.73,6,9,Ad,A
32,44164,Guangzhou,Sales,高中,2,6,43,1,2,20,3.68,2.46,2,15,Ad,B
58,58359,Guangzhou,Support,高中,3,4,38,4,2,100,4.46,5.0,0,15,Referral,A
43,74044,Hangzhou,HR,硕士,3,5,35,10,3,20,4.51,2.84,7,18,Referral,B
32,66418,Shenzhen,Product,本科,4,4,48,0,0,60,1.42,3.88,2,21,Referral,C
53,87786,,Product,本科,1,7,44,11,4,60,4.55,3.2,4,12,Event,A
50,73840,Shanghai,Tech,高中,0,6,51,10,2,40,3.5,3.68,3,2,Online,A
50,76076,Chengdu,Finance,本科,5,5,44,5,1,0,3.08,2.7,4,14,Online,A
50,92586,Shenzhen,Sales,硕士,7,6,56,11,0,100,4.89,3.57,1,14,Partner,A
39,57207,Guangzhou,HR,本科,5,6,46,4,0,100,4.45,3.64,4,8,Event,C
43,82162,Shenzhen,Sales,博士,1,5,48,5,2,40,4.25,3.5,3,2,Referral,A
23,56466,Hangzhou,Sales,本科,2,2,45,6,1,0,3.33,2.91,4,24,Referral,C
46,83936,Guangzhou,Support,硕士,7,5,40,11,4,0,2.04,2.81,5,8,Referral,B
57,87691,Shenzhen,HR,硕士,1,8,51,3,5,20,3.68,3.6,4,10,Partner,A
50,70396,Hangzhou,Support,本科,1,3,38,5,1,60,1.76,3.38,2,18,Online,D
46,95086,Shenzhen,Tech,硕士,2,6,52,11,0,20,3.95,3.61,2,14,Ad,B
46,110730,Shanghai,Tech,本科,7,7,46,10,2,40,3.1,3.97,4,13,Ad,A
50,90503,Beijing,Tech,本科,0,5,38,1,2,100,4.37,4.47,1,3,Referral,A
24,78663,Chengdu,Product,硕士,9,5,60,5,3,100,2.92,3.11,2,13,Online,A
55,79389,Chengdu,HR,硕士,8,5,40,2,0,0,3.77,4.49,2,9,Online,B
45,82708,Shanghai,Product,本科,2,6,43,10,0,0,4.35,4.03,2,0,Ad,A
34,87438,Hangzhou,HR,硕士,10,1,48,1,2,80,3.41,3.63,1,17,Event,A
45,76627,Shanghai,Tech,本科,0,5,43,0,0,40,2.43,3.38,4,9,Ad,B
35,61092,Hangzhou,Sales,本科,3,2,41,10,3,40,3.73,3.39,7,6,Online,B
30,65724,Chengdu,Sales,硕士,7,4,41,10,0,80,2.71,2.1,4,3,Online,C
29,69826,Shenzhen,Finance,博士,1,5,52,6,3,80,2.72,3.2,2,21,Online,B
52,82104,Guangzhou,HR,博士,9,9,50,1,1,20,3.11,3.35,1,17,Online,A
37,60024,Hangzhou,Support,高中,7,7,47,8,4,40,4.47,3.72,1,11,Event,A
24,58872,Hangzhou,HR,本科,5,6,49,10,1,40,3.52,3.92,2,14,Event,A
53,110324,Shenzhen,Product,硕士,11,3,30,6,0,40,3.88,3.84,5,10,Event,A
26,104494,Shanghai,Tech,本科,15,7,34,5,1,80,3.4,3.68,2,26,Online,A
28,79241,Beijing,Support,本科,18,5,45,4,0,40,3.37,2.81,4,10,Event,B
58,97522,Shenzhen,Finance,本科,7,8,58,7,2,20,2.84,4.78,0,1,Online,A
53,90136,Shenzhen,Sales,本科,8,3,46,36,0,100,2.41,3.83,0,9,Ad,A
34,66784,Guangzhou,Tech,本科,4,4,50,8,0,20,4.74,2.6,2,13,Ad,B
53,75767,Shanghai,HR,本科,2,6,43,3,2,80,1.05,3.49,6,22,Online,C
43,88782,Chengdu,Product,本科,13,6,59,6,5,100,2.92,3.51,3,21,Event,A
37,83058,Guangzhou,Tech,本科,7,7,54,6,5,60,3.26,4.21,2,21,Event,A
29,77557,Shenzhen,Product,硕士,3,6,56,8,1,0,3.18,4.2,3,14,Ad,B
35,60521,Shenzhen,HR,本科,9,7,50,3,0,80,2.49,2.73,6,14,Partner,B
49,53356,Guangzhou,HR,高中,4,9,44,3,2,80,3.0,2.58,2,16,Online,A
49,78299,Guangzhou,Product,硕士,0,8,48,2,3,100,2.41,3.05,3,10,Event,A
40,101820,Beijing,Finance,硕士,11,3,56,14,1,60,2.43,4.37,5,21,Event,B
54,96871,Hangzhou,Tech,硕士,5,8,43,9,1,100,3.55,3.13,2,27,Referral,A
47,86381,Chengdu,Product,硕士,8,11,43,8,2,0,4.16,3.96,0,11,Event,A
38,67181,Chengdu,HR,硕士,8,9,53,6,2,20,3.99,4.29,2,24,Online,A
27,61274,Shenzhen,HR,本科,4,2,46,6,3,60,3.38,3.66,1,8,Partner,B
34,88417,Chengdu,Tech,硕士,6,8,39,11,1,60,3.53,4.49,3,6,Ad,A
40,99588,Shanghai,Finance,硕士,5,4,50,13,3,100,4.03,3.5,1,23,Ad,A
40,84921,Guangzhou,Product,硕士,9,2,38,9,2,60,3.29,3.08,6,18,Partner,B
56,93479,Shenzhen,Sales,本科,5,3,47,5,1,100,2.59,2.52,1,23,Online,C
44,67026,Hangzhou,HR,本科,5,6,43,5,4,80,3.59,2.71,3,27,Event,B
46,80212,Guangzhou,Sales,本科,10,8,44,3,1,100,2.61,2.82,0,24,Partner,A
47,91051,Shanghai,Tech,本科,6,9,38,8,3,40,3.88,2.96,0,12,Online,A
22,65210,Shenzhen,Product,高中,7,6,46,5,4,0,3.11,3.5,3,21,Partner,A
44,101518,Shenzhen,Product,硕士,8,4,50,0,2,0,4.11,3.46,2,7,Referral,A
43,83604,Guangzhou,HR,硕士,10,9,65,9,0,60,2.49,3.85,4,19,Referral,A
57,92115,Chengdu,Product,本科,12,9,45,9,2,20,2.36,4.37,3,15,Online,A
35,75781,Chengdu,Finance,硕士,6,7,46,9,3,0,3.49,3.52,6,2,Ad,A
46,64044,Guangzhou,HR,本科,7,1,56,0,3,60,2.0,3.31,4,10,Ad,B
58,116577,Beijing,Tech,本科,11,7,47,6,3,40,3.13,3.75,5,23,Event,A
35,58800,Shanghai,HR,本科,1,7,45,0,0,100,2.5,2.57,4,20,Ad,C
36,71475,Hangzhou,Sales,硕士,5,6,39,3,2,40,3.0,2.94,2,8,Event,A
52,100248,Shanghai,Tech,本科,6,5,53,3,0,0,3.53,4.08,5,2,Online,A
34,73548,Shanghai,HR,本科,7,6,58,3,4,60,3.65,3.85,3,10,Ad,A
50,84446,Hangzhou,Product,本科,4,9,39,0,3,60,3.84,3.87,4,19,Referral,A
31,95607,Beijing,Product,硕士,7,7,42,4,1,20,4.56,3.74,4,19,Online,A
24,72268,Hangzhou,HR,博士,6,5,47,8,3,40,3.8,3.11,4,20,Referral,A
25,54858,Hangzhou,HR,本科,6,6,45,5,3,0,3.8,,0,10,Ad,A
22,58273,Chengdu,Finance,硕士,7,1,48,8,2,40,4.39,1.81,2,17,Online,C
34,86083,Guangzhou,Product,硕士,8,6,54,0,2,20,3.79,3.58,2,14,Event,A
35,54305,Chengdu,Support,本科,6,9,45,5,1,40,2.31,3.72,2,13,Partner,A
50,81055,Beijing,Product,本科,2,1,38,6,2,20,3.23,3.25,1,14,Referral,C
55,117206,Shanghai,Tech,博士,4,9,35,3,0,40,3.27,2.54,2,15,Partner,A
52,89234,Shanghai,HR,本科,7,6,41,7,2,20,3.34,3.71,2,0,Event,A
38,89395,Shenzhen,Sales,本科,12,4,47,6,0,100,4.63,3.68,0,21,Online,A
27,68364,Guangzhou,Finance,本科,6,6,48,7,1,0,4.48,2.87,2,16,Event,B
37,78437,Shenzhen,Finance,本科,5,8,44,12,3,0,2.63,3.17,3,12,Online,B
49,95424,Shanghai,Finance,本科,12,5,46,13,0,40,2.47,3.09,5,29,Event,B
43,,Shenzhen,Tech,硕士,6,4,51,4,0,20,2.63,3.74,2,7,Partner,B
57,86923,Guangzhou,HR,本科,11,6,42,0,5,80,3.17,3.61,3,9,Partner,A
39,78043,Chengdu,Tech,本科,4,4,39,0,2,40,2.59,3.83,6,8,Ad,A
52,77744,Shenzhen,Support,高中,8,5,31,8,5,100,2.81,3.85,1,14,Partner,A
23,58777,Guangzhou,Tech,高中,12,5,43,3,1,40,3.5,2.36,3,9,Referral,A
50,75458,Guangzhou,HR,本科,9,7,37,5,2,100,3.48,2.99,4,14,Event,A
44,108503,Beijing,Tech,本科,10,5,41,3,4,60,3.09,3.64,6,25,Event,A
37,71492,Shenzhen,HR,硕士,6,10,40,1,2,20,1.88,2.93,4,27,Online,A
47,78981,Shenzhen,HR,本科,4,5,50,5,0,80,4.04,4.19,2,12,Event,B
48,,Beijing,Product,本科,2,1,52,11,0,80,3.88,3.98,4,9,Referral,C
56,97471,Hangzhou,Product,本科,10,3,48,9,1,0,2.65,4.33,2,11,Partner,A
21,82523,Shenzhen,Finance,本科,11,6,57,6,2,60,3.93,3.3,0,28,Online,A
50,88457,Shenzhen,HR,硕士,6,6,39,6,2,60,4.49,4.64,1,2,Referral,A
56,86504,Beijing,HR,硕士,2,7,45,2,0,80,3.63,5.0,2,19,Ad,A
51,88349,Chengdu,Finance,本科,8,6,39,6,3,0,3.56,2.46,3,18,Referral,A
48,73005,Chengdu,Tech,本科,2,7,37,9,0,80,3.72,3.34,2,14,Event,A
25,49928,Guangzhou,HR,硕士,0,4,53,2,0,80,2.91,5.0,0,7,Partner,A
29,85320,Shenzhen,Sales,硕士,9,5,42,2,2,0,3.07,5.0,4,19,Online,A
34,63288,Chengdu,Sales,本科,4,5,53,12,3,40,3.86,3.74,5,16,Partner,B
51,73046,Shanghai,HR,本科,3,4,50,3,0,0,3.77,2.74,0,22,Event,A
41,,Hangzhou,Finance,本科,13,3,45,15,4,0,4.54,3.5,3,19,Ad,A
33,81988,Shanghai,Product,硕士,2,4,30,8,3,80,2.89,3.56,1,5,Referral,A
30,62450,Shanghai,HR,本科,6,4,52,10,1,40,3.44,2.9,5,5,Partner,B
46,74737,Hangzhou,Support,本科,8,3,48,2,1,100,4.13,4.45,5,10,Ad,B
49,87142,Shanghai,Support,硕士,7,8,48,8,1,80,3.65,3.43,1,18,Event,A
49,99755,Hangzhou,Sales,硕士,14,2,42,5,3,40,4.28,3.67,0,12,Referral,A
32,64779,Shenzhen,Support,本科,1,5,51,2,5,100,3.02,4.01,3,24,Event,A
26,94547,Shenzhen,Sales,硕士,10,9,37,6,3,0,3.51,4.0,7,5,Online,A
33,69500,Guangzhou,Support,本科,9,8,43,14,2,20,2.18,4.61,1,17,Ad,A
30,58397,Chengdu,HR,本科,3,7,59,0,0,20,2.91,3.39,4,13,Online,B
31,80636,Hangzhou,Sales,本科,11,11,38,1,1,80,3.91,4.65,1,7,Ad,A
33,96311,Shenzhen,Tech,硕士,5,8,43,7,3,100,4.69,4.35,0,10,Ad,A
28,73279,Beijing,Sales,本科,9,1,59,1,2,80,3.43,3.88,1,19,Ad,B
35,77974,Shenzhen,HR,本科,7,7,42,6,4,100,3.24,3.85,1,12,Referral,A
40,91058,Shenzhen,Product,本科,8,4,39,5,4,100,3.86,3.41,4,6,Partner,B
33,90558,Beijing,Tech,本科,7,6,54,9,3,20,3.56,4.03,0,13,Ad,A
39,67478,Guangzhou,Sales,本科,2,7,49,0,3,100,2.92,3.57,4,25,Online,A
34,91030,Beijing,Product,本科,6,3,45,8,3,100,2.28,4.2,0,13,Online,B
58,105105,Shanghai,Tech,本科,5,8,48,3,0,0,2.8,3.43,2,29,Online,A
28,49032,Chengdu,HR,本科,6,7,48,2,0,60,4.02,4.97,4,23,Online,A
54,99217,Hangzhou,Sales,硕士,5,6,49,4,2,80,3.19,2.88,0,0,Ad,A
54,97249,Beijing,HR,硕士,11,11,46,6,1,20,2.78,3.46,6,21,Online,A
54,107805,Shenzhen,Product,硕士,6,6,40,2,1,40,4.07,4.12,2,6,Partner,A
55,102210,Shanghai,Sales,本科,8,3,50,15,1,60,3.01,4.43,3,15,Referral,B
48,88015,Beijing,Product,本科,2,10,42,11,3,40,3.36,3.38,1,5,Ad,A
42,94541,Beijing,Sales,硕士,9,5,40,0,0,100,2.37,4.14,6,16,Event,B
47,69898,,Support,高中,5,6,47,3,0,40,2.52,4.54,0,21,Ad,B
43,67528,Chengdu,Support,高中,12,6,49,0,2,60,2.36,3.78,3,10,Ad,A
56,104886,,Product,本科,11,4,48,10,0,20,3.03,3.74,0,16,Ad,A
49,111794,Shanghai,Tech,本科,12,1,41,8,2,40,3.96,4.05,3,8,Ad,A
31,74575,Guangzhou,Finance,博士,3,9,54,10,2,0,3.03,2.23,2,10,Partner,A
29,68378,Chengdu,Product,本科,7,4,52,0,0,80,2.14,4.0,1,19,Ad,A
38,59640,Chengdu,Support,本科,5,9,49,10,3,0,1.91,3.42,6,7,Referral,B
40,,Beijing,Sales,本科,5,6,44,13,0,60,4.11,2.86,1,11,Partner,B
50,66593,Beijing,Finance,本科,0,4,47,3,0,0,2.77,3.29,1,18,Event,B
37,87439,Hangzhou,Sales,硕士,6,5,45,4,2,20,4.44,4.04,3,12,Partner,A
37,73910,Shenzhen,Finance,本科,6,5,58,13,1,40,2.49,3.33,0,17,Online,B
29,70522,Shenzhen,Support,本科,18,5,45,7,0,80,2.56,2.74,4,15,Partner,B
55,71939,Guangzhou,Sales,本科,0,2,44,0,3,80,2.54,2.76,5,22,Partner,C
29,82361,Hangzhou,Sales,本科,15,,42,14,4,80,3.05,3.42,2,15,Online,B
35,79078,Guangzhou,Finance,硕士,9,8,37,1,0,0,4.26,,0,16,Online,A
56,74399,Shenzhen,Support,本科,0,5,54,9,2,60,3.61,4.41,1,25,Referral,A
22,61162,Chengdu,HR,本科,11,3,43,1,1,20,2.96,4.92,2,8,Online,A
37,73003,Shanghai,Tech,高中,5,6,39,9,4,80,3.47,3.37,0,7,Event,A
34,85916,Shenzhen,Product,本科,12,1,48,13,4,0,2.31,2.45,3,19,Event,C
24,44740,Chengdu,Support,高中,8,3,38,6,3,20,2.05,4.31,2,15,Partner,B
37,71999,Chengdu,Tech,本科,4,9,43,4,2,80,3.2,3.34,4,13,Referral,A
30,83816,Shenzhen,HR,本科,16,,51,12,2,100,3.48,2.45,4,17,Online,A
32,82095,Shenzhen,Tech,本科,3,4,44,7,2,20,4.0,3.58,2,18,Online,B
38,64293,Chengdu,Sales,硕士,0,2,46,2,2,20,2.86,3.36,3,24,Referral,C
21,66747,Guangzhou,Sales,本科,11,9,33,6,1,80,4.19,4.28,2,17,Referral,A
52,93330,Hangzhou,Product,本科,7,1,48,6,2,20,3.26,4.08,0,6,Ad,A
35,81240,Hangzhou,Sales,硕士,5,5,57,5,2,0,3.88,4.04,3,8,Ad,B
21,56128,Guangzhou,Sales,本科,6,10,41,0,2,20,3.82,3.54,0,1,Event,A
50,,Guangzhou,HR,本科,7,5,46,5,0,100,3.34,4.43,3,2,Event,A
30,62195,Beijing,Finance,高中,3,6,41,10,3,0,3.71,4.18,0,17,Online,B
39,78909,Chengdu,Sales,硕士,7,,37,11,4,20,3.13,,5,16,Referral,A
49,70178,Shanghai,Support,本科,7,1,48,9,0,20,4.5,3.35,3,11,Event,B
46,84555,Shenzhen,Tech,高中,8,7,59,9,1,0,3.64,3.78,3,32,Referral,A
25,48741,Beijing,Sales,高中,4,7,40,2,3,80,3.65,4.08,3,16,Online,A
32,75846,Shanghai,Support,本科,9,6,51,3,4,60,1.51,2.78,4,10,Partner,A
55,79957,Guangzhou,HR,本科,11,6,42,1,2,100,3.91,3.87,2,26,Event,A
39,67047,Hangzhou,HR,硕士,4,6,45,4,2,80,3.03,3.03,3,18,Event,B
25,69818,Shenzhen,Sales,本科,7,5,59,15,3,0,1.59,4.75,5,0,Event,B
28,60100,Hangzhou,Support,硕士,3,8,48,6,0,100,2.55,3.77,4,9,Online,B
38,54114,Hangzhou,HR,本科,5,2,53,5,0,40,3.16,4.15,0,5,Referral,C
33,73990,Guangzhou,Tech,本科,7,1,38,10,2,0,5.0,3.51,1,0,Partner,A
42,79042,Guangzhou,HR,本科,11,5,53,6,0,100,2.85,3.58,2,19,Referral,B
57,82662,Guangzhou,Product,本科,8,6,52,6,1,80,2.8,3.58,4,31,Event,B
25,57015,Beijing,Support,高中,9,5,53,2,1,40,3.41,4.57,0,21,Partner,A
46,90490,Beijing,Finance,本科,4,5,43,15,2,40,3.4,2.85,1,13,Event,A
57,90370,Chengdu,Support,硕士,9,10,46,1,4,80,4.43,5.0,4,7,Partner,A
32,59954,Chengdu,Support,本科,8,5,46,0,4,80,3.81,2.68,3,12,Referral,A
31,70604,Beijing,Sales,硕士,5,2,54,4,0,40,3.26,4.42,0,2,Partner,A
24,86220,Shenzhen,Product,硕士,10,5,46,6,3,100,4.21,3.55,5,9,Event,A
43,79839,Shenzhen,Finance,本科,10,2,44,8,2,60,3.32,2.39,3,11,Event,C
51,89291,Shanghai,Product,本科,3,3,52,4,5,60,2.88,3.28,2,10,Referral,A
31,83030,Hangzhou,Finance,本科,11,2,64,6,3,0,2.81,4.56,2,22,Partner,A
53,86480,Shenzhen,Tech,高中,7,4,46,10,1,40,2.32,1.56,1,17,Partner,B
32,90754,Chengdu,Finance,本科,15,7,47,0,6,0,4.25,4.18,6,6,Partner,A
47,90797,Guangzhou,Tech,本科,6,6,40,4,3,20,3.56,3.75,0,23,Referral,A
33,78528,Beijing,Finance,硕士,2,6,49,3,1,20,2.72,4.02,4,8,Partner,B
41,78058,Shenzhen,Finance,本科,4,4,51,1,4,80,2.77,4.21,2,0,Partner,B
32,64204,Shanghai,HR,本科,7,5,48,10,0,0,3.51,3.02,4,16,Ad,B
38,89900,Shanghai,Support,硕士,7,5,39,6,0,0,3.28,3.39,1,7,Referral,A
23,67844,Chengdu,Tech,本科,10,5,37,2,0,60,3.42,3.8,3,13,Partner,B
32,48072,Beijing,HR,高中,0,9,30,6,2,0,3.5,3.78,5,24,Referral,A
43,85535,Guangzhou,Product,本科,8,5,40,1,2,20,2.96,3.77,3,8,Partner,B
45,76147,Chengdu,Tech,高中,6,4,48,8,3,20,4.59,4.82,0,2,Event,A
44,102505,Beijing,Finance,博士,5,5,50,0,1,0,4.37,3.13,2,11,Ad,A
21,65234,Hangzhou,Support,本科,9,7,50,4,0,80,3.52,3.79,6,11,Partner,A
55,83927,Hangzhou,Sales,本科,4,3,48,3,2,0,2.1,3.65,0,10,Partner,A
43,94962,Guangzhou,Finance,本科,11,2,62,7,3,80,2.93,4.71,1,16,Ad,B
43,76493,Guangzhou,HR,本科,20,8,47,6,1,100,3.83,3.37,6,3,Event,A
25,75342,Shanghai,Sales,本科,11,7,64,4,0,60,3.1,3.77,3,16,Referral,A
32,53096,Shenzhen,HR,本科,0,4,30,2,2,20,3.39,3.95,1,11,Partner,B
49,88912,Chengdu,Finance,本科,12,6,47,10,4,40,1.07,3.2,4,7,Online,A
54,116954,Shenzhen,Sales,硕士,15,7,58,4,3,0,1.84,,2,7,Online,A
46,91892,Shanghai,Sales,本科,4,6,37,3,5,20,3.62,3.25,1,17,Online,A
27,64218,Beijing,HR,本科,10,3,42,13,0,60,4.16,3.14,4,7,Referral,B
32,,Chengdu,Sales,本科,7,4,41,1,3,0,3.99,3.95,1,20,Online,A
53,59700,Chengdu,HR,本科,3,5,46,2,1,0,2.51,4.09,1,15,Event,B
25,71210,Chengdu,Finance,硕士,5,3,37,11,0,100,3.16,4.14,5,12,Ad,C
58,63501,Beijing,HR,高中,5,3,51,0,2,60,3.11,3.71,2,8,Event,A
51,114206,Shenzhen,Tech,本科,12,7,40,7,4,40,3.34,4.1,0,9,Ad,A
43,108466,Beijing,Tech,硕士,9,6,51,1,1,100,4.33,4.56,5,13,Referral,A
29,102344,Shenzhen,Tech,硕士,9,3,50,0,6,0,2.38,3.84,1,8,Event,A
58,112739,Shanghai,Finance,硕士,6,7,37,3,2,80,4.6,2.92,1,18,Online,A
56,109144,Shenzhen,Finance,硕士,8,6,47,1,1,100,3.43,4.0,4,4,Ad,A
53,97099,Hangzhou,Product,本科,7,8,32,6,2,20,3.4,3.41,4,8,Referral,A
38,65164,Hangzhou,Support,本科,2,4,34,6,1,20,3.94,5.0,2,28,Online,A
22,116996,Shanghai,Tech,博士,11,6,45,3,1,60,3.25,4.17,7,13,Ad,A
27,60713,Guangzhou,Sales,本科,9,8,48,9,0,100,2.39,2.67,5,7,Event,C
26,49476,Chengdu,Support,本科,6,11,53,5,1,60,1.5,3.26,4,23,Partner,B
29,51057,Chengdu,Sales,本科,0,8,45,3,1,100,2.4,3.4,4,9,Event,A
56,122400,Guangzhou,Product,博士,10,10,32,6,3,20,2.85,4.03,2,3,Partner,A
58,101211,Chengdu,Product,硕士,11,6,51,3,0,20,3.82,3.61,5,14,Referral,A
40,78265,Shanghai,Support,本科,8,3,43,5,2,40,2.93,4.54,0,2,Ad,A
32,73641,Beijing,Finance,博士,1,4,38,7,1,100,2.96,2.9,2,22,Ad,B
53,111704,Shenzhen,Product,本科,15,6,44,2,1,20,4.12,3.24,4,8,Referral,A
51,97526,Hangzhou,Product,本科,8,8,41,4,0,20,2.99,3.71,4,19,Online,A
40,61201,Chengdu,Product,本科,0,8,42,7,0,20,4.21,5.0,3,27,Partner,A
38,82307,Shenzhen,Product,本科,4,1,40,9,4,100,2.67,2.06,0,4,Ad,C
49,101248,Hangzhou,Product,硕士,7,6,53,3,4,100,3.76,3.43,3,12,Event,A
27,58605,Shanghai,HR,本科,7,1,38,8,0,60,3.81,3.33,5,21,Event,C
57,84159,Beijing,Support,本科,3,,42,6,1,100,3.13,4.69,5,19,Partner,B
23,52225,Chengdu,HR,高中,5,5,50,1,6,100,3.53,4.28,4,17,Event,A
23,69044,Guangzhou,Product,高中,8,4,50,4,7,100,3.07,4.88,5,10,Partner,A
49,87891,Shenzhen,HR,硕士,5,9,34,10,3,80,4.57,3.98,2,7,Referral,A
36,69816,Hangzhou,Support,本科,7,3,55,3,6,60,4.12,3.33,5,25,Online,A
43,70423,Shanghai,Product,本科,0,1,46,5,0,60,1.0,3.59,3,25,Referral,D
57,68880,Chengdu,Product,高中,4,5,55,6,3,20,2.92,4.23,5,19,Event,B
56,71639,Shanghai,Support,高中,6,6,49,10,0,20,2.77,3.87,0,25,Referral,A
31,77703,Guangzhou,Product,本科,9,7,49,9,0,0,4.3,4.07,3,17,Partner,A
55,94329,Shanghai,HR,硕士,5,10,46,8,4,0,4.03,3.97,2,6,Referral,A
21,56127,Beijing,Tech,高中,0,3,44,6,5,100,2.92,2.81,0,5,Event,B
